date,location,positive,tested,symptomatic,asymptomatic,sym_unknown,hosp_require,hosp_mild,hosp_severe,hosp_unknown,hosp_waiting,discharged,fatal,vaccinated_1st,vaccinated_2nd,vaccinated_3rd,vaccinated_4th,vaccinated_5th
2021-09-23,Domestic,1679818,23186635,0,0,0,51671,0,1273,0,0,1608958,17312,90202340,75055282,0,0,0
2021-09-23,Airport,4132,1037232,0,0,0,114,0,0,0,0,4011,7,0,0,0,0,0
2021-09-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-24,Domestic,1683269,23234508,0,0,0,47557,0,1228,0,0,1616297,17368,90639201,75824918,0,0,0
2021-09-24,Airport,4138,1039637,0,0,0,119,0,0,0,0,4012,7,0,0,0,0,0
2021-09-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-25,Domestic,1685738,23370367,0,0,0,42895,0,1185,0,0,1623716,17414,91215393,76768788,0,0,0
2021-09-25,Airport,4146,1041793,0,0,0,115,0,0,0,0,4024,7,0,0,0,0,0
2021-09-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-26,Domestic,1688213,23425526,0,0,0,39384,0,1133,0,0,1629728,17446,91366334,77345426,0,0,0
2021-09-26,Airport,4159,1044619,0,0,0,120,0,0,0,0,4032,7,0,0,0,0,0
2021-09-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-27,Domestic,1690496,23452528,0,0,0,36683,0,1106,0,0,1634582,17475,91743988,77962644,0,0,0
2021-09-27,Airport,4164,1047334,0,0,0,121,0,0,0,0,4036,7,0,0,0,0,0
2021-09-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-28,Domestic,1691863,23531818,0,0,0,33850,0,1062,0,0,1638914,17504,92151784,78585954,0,0,0
2021-09-28,Airport,4183,1051450,0,0,0,131,0,0,0,0,4045,7,0,0,0,0,0
2021-09-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-29,Domestic,1693429,23610291,0,0,0,30919,0,998,0,0,1643348,17544,92555889,79180720,0,0,0
2021-09-29,Airport,4187,1052981,0,0,0,129,0,0,0,0,4051,7,0,0,0,0,0
2021-09-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-09-30,Domestic,1695420,23695237,0,0,0,27943,0,932,0,0,1648240,17598,92945295,79782788,0,0,0
2021-09-30,Airport,4201,1055049,0,0,0,131,0,0,0,0,4063,7,0,0,0,0,0
2021-09-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-01,Domestic,1697085,23763024,0,0,0,25513,0,778,0,0,1652231,17641,93385723,80425847,0,0,0
2021-10-01,Airport,4209,1057849,0,0,0,134,0,0,0,0,4068,7,0,0,0,0,0
2021-10-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-02,Domestic,1698591,23844464,0,0,0,23467,0,719,0,0,1655826,17676,93984668,81208792,0,0,0
2021-10-02,Airport,4213,1060945,0,0,0,122,0,0,0,0,4084,7,0,0,0,0,0
2021-10-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-03,Domestic,1699841,23898264,0,0,0,21041,0,696,0,0,1659534,17709,94245836,81672608,0,0,0
2021-10-03,Airport,4227,1064084,0,0,0,126,0,0,0,0,4094,7,0,0,0,0,0
2021-10-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-04,Domestic,1700795,23919054,0,0,0,18867,0,693,0,0,1662654,17723,94577375,82206025,0,0,0
2021-10-04,Airport,4236,1068114,0,0,0,129,0,0,0,0,4100,7,0,0,0,0,0
2021-10-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-05,Domestic,1701501,23983432,0,0,0,17457,0,655,0,0,1664807,17749,94923857,82763044,0,0,0
2021-10-05,Airport,4262,1071944,0,0,0,137,0,0,0,0,4118,7,0,0,0,0,0
2021-10-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-06,Domestic,1702387,24045709,0,0,0,15555,0,612,0,0,1667579,17782,95255473,83305463,0,0,0
2021-10-06,Airport,4273,1073667,0,0,0,135,0,0,0,0,4131,7,0,0,0,0,0
2021-10-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-07,Domestic,1703455,24113756,0,0,0,14122,0,595,0,0,1669995,17812,95573822,83844535,0,0,0
2021-10-07,Airport,4282,1075741,0,0,0,141,0,0,0,0,4134,7,0,0,0,0,0
2021-10-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-08,Domestic,1704442,24173332,0,0,0,12809,0,526,0,0,1672333,17849,95951813,84507162,0,0,0
2021-10-08,Airport,4285,1078225,0,0,0,139,0,0,0,0,4139,7,0,0,0,0,0
2021-10-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-09,Domestic,1705306,24240950,0,0,0,11906,0,501,0,0,1674160,17895,96461263,85331598,0,0,0
2021-10-09,Airport,4288,1080888,0,0,0,129,0,0,0,0,4152,7,0,0,0,0,0
2021-10-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-10,Domestic,1706084,24289508,0,0,0,10871,0,483,0,0,1675926,17920,96628922,85740575,0,0,0
2021-10-10,Airport,4295,1083846,0,0,0,120,0,0,0,0,4168,7,0,0,0,0,0
2021-10-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-11,Domestic,1706656,24313097,0,0,0,10351,0,478,0,0,1677010,17934,96914065,85957943,0,0,0
2021-10-11,Airport,4302,1086391,0,0,0,118,0,0,0,0,4177,7,0,0,0,0,0
2021-10-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-12,Domestic,1707064,24371441,0,0,0,9554,0,444,0,0,1678232,17952,97185056,86404431,0,0,0
2021-10-12,Airport,4312,1089860,0,0,0,100,0,0,0,0,4205,7,0,0,0,0,0
2021-10-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-13,Domestic,1707606,24429583,0,0,0,8628,0,413,0,0,1679690,17979,97327181,86843489,0,0,0
2021-10-13,Airport,4314,1091344,0,0,0,91,0,0,0,0,4216,7,0,0,0,0,0
2021-10-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-14,Domestic,1708312,24487368,0,0,0,8061,0,381,0,0,1660900,18013,97590831,87096559,0,0,0
2021-10-14,Airport,4322,1093396,0,0,0,95,0,0,0,0,4220,7,0,0,0,0,0
2021-10-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-15,Domestic,1708924,24561389,0,0,0,7602,0,357,0,0,1681960,18044,97895657,87614527,0,0,0
2021-10-15,Airport,4329,1096345,0,0,0,83,0,0,0,0,4239,7,0,0,0,0,0
2021-10-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-16,Domestic,1709449,24626201,0,0,0,7135,0,335,0,0,1683043,18070,98294755,88275011,0,0,0
2021-10-16,Airport,4338,1098936,0,0,0,82,0,0,0,0,4248,8,0,0,0,0,0
2021-10-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-17,Domestic,1709948,24668355,0,0,0,6641,0,317,0,0,1684032,18084,98365446,88535637,0,0,0
2021-10-17,Airport,4345,1101771,0,0,0,85,0,0,0,0,4252,8,0,0,0,0,0
2021-10-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-18,Domestic,1710356,24686853,0,0,0,6349,0,312,0,0,1684694,18095,98543225,88917177,0,0,0
2021-10-18,Airport,4349,1104565,0,0,0,87,0,0,0,0,4254,8,0,0,0,0,0
2021-10-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-19,Domestic,1710644,24738643,0,0,0,5944,0,294,0,0,1685414,18113,98716707,89337866,0,0,0
2021-10-19,Airport,4358,1108614,0,0,0,87,0,0,0,0,4263,8,0,0,0,0,0
2021-10-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-20,Domestic,1710986,24790478,0,0,0,5497,0,276,0,0,1686195,18138,98882806,89754141,0,0,0
2021-10-20,Airport,4363,1110267,0,0,0,86,0,0,0,0,4269,8,0,0,0,0,0
2021-10-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-21,Domestic,1711355,24858114,0,0,0,5079,0,260,0,0,1686759,18149,99031808,90144558,0,0,0
2021-10-21,Airport,4367,1112286,0,0,0,87,0,0,0,0,4272,8,0,0,0,0,0
2021-10-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-22,Domestic,1711695,24906086,0,0,0,4774,0,217,0,0,1687400,18165,99226852,90646098,0,0,0
2021-10-22,Airport,4378,1114978,0,0,0,97,0,0,0,0,4273,8,0,0,0,0,0
2021-10-22,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-23,Domestic,1711999,24934346,0,0,0,4389,0,208,0,0,1688124,18175,99493226,91312015,0,0,0
2021-10-23,Airport,4379,1117343,0,0,0,82,0,0,0,0,4289,8,0,0,0,0,0
2021-10-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-24,Domestic,1712290,24977089,0,0,0,4101,0,208,0,0,1688713,18183,99541660,91652221,0,0,0
2021-10-24,Airport,4387,1120386,0,0,0,88,0,0,0,0,4291,8,0,0,0,0,0
2021-10-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-25,Domestic,1712529,24996573,0,0,0,3917,0,202,0,0,1689105,18191,99651947,92007571,0,0,0
2021-10-25,Airport,4394,1123074,0,0,0,93,0,0,0,0,4293,8,0,0,0,0,0
2021-10-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-26,Domestic,1712689,25055752,0,0,0,3691,0,197,0,0,1689510,18199,99765654,92368568,0,0,0
2021-10-26,Airport,4404,1126706,0,0,0,91,0,0,0,0,4301,8,0,0,0,0,0
2021-10-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-27,Domestic,1712947,25109084,0,0,0,3317,0,184,0,0,1690128,18213,99871697,92715103,0,0,0
2021-10-27,Airport,4405,1128806,0,0,0,88,0,0,0,0,4309,8,0,0,0,0,0
2021-10-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-28,Domestic,1713287,25165982,0,0,0,3172,0,177,0,0,1690595,18220,99974555,93049431,0,0,0
2021-10-28,Airport,4407,1130629,0,0,0,80,0,0,0,0,4319,8,0,0,0,0,0
2021-10-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-29,Domestic,1713552,25222010,0,0,0,3031,0,145,0,0,1691017,18229,100106152,93476348,0,0,0
2021-10-29,Airport,4413,1133167,0,0,0,73,0,0,0,0,4332,8,0,0,0,0,0
2021-10-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-30,Domestic,1717896,25285007,0,0,0,2853,0,134,0,0,1695501,18245,100288378,94045944,0,0,0
2021-10-30,Airport,4414,1135801,0,0,0,60,0,0,0,0,4346,8,0,0,0,0,0
2021-10-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-10-31,Domestic,1718177,25327067,0,0,0,2776,0,124,0,0,1695832,18253,100301719,94336439,0,0,0
2021-10-31,Airport,4418,1139092,0,0,0,56,0,0,0,0,4354,8,0,0,0,0,0
2021-10-31,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-01,Domestic,1718417,25343784,0,0,0,2781,0,122,0,0,1696070,18260,100359010,94614211,0,0,0
2021-11-01,Airport,4432,1142052,0,0,0,63,0,0,0,0,4361,8,0,0,0,0,0
2021-11-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-02,Domestic,1718513,25393379,0,0,0,2589,0,120,0,0,1696346,18267,100397752,94889656,0,0,0
2021-11-02,Airport,4438,1146154,0,0,0,63,0,0,0,0,4367,8,0,0,0,0,0
2021-11-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-03,Domestic,1718704,25450363,0,0,0,2422,0,115,0,0,1696703,18274,100419490,94967234,0,0,0
2021-11-03,Airport,4443,1148574,0,0,0,57,0,0,0,0,4378,8,0,0,0,0,0
2021-11-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-04,Domestic,1718931,25472866,0,0,0,2336,0,109,0,0,1696997,18282,100474471,95241204,0,0,0
2021-11-04,Airport,4449,1150995,0,0,0,58,0,0,0,0,4383,8,0,0,0,0,0
2021-11-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-05,Domestic,1719122,25531448,0,0,0,2280,0,103,0,0,1697265,18288,100559237,95569958,0,0,0
2021-11-05,Airport,4462,1154335,0,0,0,68,0,0,0,0,4386,8,0,0,0,0,0
2021-11-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-06,Domestic,1719317,25590870,0,0,0,2160,0,100,0,0,1697602,18298,100675604,96009612,0,0,0
2021-11-06,Airport,4467,1157148,0,0,0,67,0,0,0,0,4392,8,0,0,0,0,0
2021-11-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-07,Domestic,1719546,25625810,0,0,0,2112,0,100,0,0,1697852,18301,100692988,96251581,0,0,0
2021-11-07,Airport,4476,1160029,0,0,0,74,0,0,0,0,4394,8,0,0,0,0,0
2021-11-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-08,Domestic,1719704,25643170,0,0,0,2128,0,101,0,0,1698023,18302,100741338,96434594,0,0,0
2021-11-08,Airport,4481,1162899,0,0,0,76,0,0,0,0,4397,8,0,0,0,0,0
2021-11-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-09,Domestic,1719818,25695882,0,0,0,2023,0,99,0,0,1698251,18305,100791699,96612290,0,0,0
2021-11-09,Airport,4486,1167176,0,0,0,76,0,0,0,0,4402,8,0,0,0,0,0
2021-11-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-10,Domestic,1720005,25746562,0,0,0,1882,0,96,0,0,1699956,18308,100825690,96786563,0,0,0
2021-11-10,Airport,4494,1169261,0,0,0,77,0,0,0,0,4409,8,0,0,0,0,0
2021-11-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-11,Domestic,1720201,25813226,0,0,0,1856,0,92,0,0,1700170,18310,100856319,96939970,0,0,0
2021-11-11,Airport,4502,1171310,0,0,0,78,0,0,0,0,4416,8,0,0,0,0,0
2021-11-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-12,Domestic,1720414,25864349,0,0,0,1860,0,87,0,0,1700381,18315,100907127,97162280,0,0,0
2021-11-12,Airport,4509,1174453,0,0,0,76,0,0,0,0,4425,8,0,0,0,0,0
2021-11-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-13,Domestic,1720591,25931431,0,0,0,1823,0,83,0,0,1700657,18315,100974828,97453296,0,0,0
2021-11-13,Airport,4515,1177411,0,0,0,81,0,0,0,0,4426,8,0,0,0,0,0
2021-11-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-14,Domestic,1720785,25967189,0,0,0,1789,0,85,0,0,1700869,18317,100938978,97580663,0,0,0
2021-11-14,Airport,4520,1180453,0,0,0,81,0,0,0,0,4431,8,0,0,0,0,0
2021-11-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-15,Domestic,1720923,25986814,0,0,0,1779,0,85,0,0,1701020,18319,100964901,97700825,0,0,0
2021-11-15,Airport,4528,1183423,0,0,0,81,0,0,0,0,4439,8,0,0,0,0,0
2021-11-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-16,Domestic,1721014,26035745,0,0,0,1715,0,82,0,0,1701203,18319,100990271,97821950,0,0,0
2021-11-16,Airport,4532,1187350,0,0,0,76,0,0,0,0,4448,8,0,0,0,0,0
2021-11-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-17,Domestic,1721142,26084129,0,0,0,1544,0,78,0,0,1701450,18323,101015231,97937549,0,0,0
2021-11-17,Airport,4539,1189670,0,0,0,67,0,0,0,0,4464,8,0,0,0,0,0
2021-11-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-18,Domestic,1721342,26141021,0,0,0,1533,0,76,0,0,1701625,18328,101038620,98044394,0,0,0
2021-11-18,Airport,4544,1191645,0,0,0,64,0,0,0,0,4472,8,0,0,0,0,0
2021-11-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-19,Domestic,1721500,26191322,0,0,0,1512,0,62,0,0,1701813,18334,101080777,98202163,0,0,0
2021-11-19,Airport,4548,1194865,0,0,0,65,0,0,0,0,4475,8,0,0,0,0,0
2021-11-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-20,Domestic,1721650,26250289,0,0,0,1484,0,62,0,0,1702064,18334,101136759,98426132,0,0,0
2021-11-20,Airport,4554,1197777,0,0,0,68,0,0,0,0,4478,8,0,0,0,0,0
2021-11-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-21,Domestic,1721758,26282843,0,0,0,1402,0,62,0,0,1702237,18339,101100510,98455515,0,0,0
2021-11-21,Airport,4560,1200835,0,0,0,70,0,0,0,0,4482,8,0,0,0,0,0
2021-11-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-22,Domestic,1721893,26298624,0,0,0,1401,0,63,0,0,1702362,18339,101123113,98525960,0,0,0
2021-11-22,Airport,4566,1204192,0,0,0,68,0,0,0,0,4490,8,0,0,0,0,0
2021-11-22,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-23,Domestic,1721941,26342511,0,0,0,1357,0,60,0,0,1702482,18341,101128098,98546802,0,0,0
2021-11-23,Airport,4571,1208595,0,0,0,63,0,0,0,0,4500,8,0,0,0,0,0
2021-11-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-24,Domestic,1722034,26367220,0,0,0,1257,0,58,0,0,1702658,18343,101150570,98595593,0,0,0
2021-11-24,Airport,4575,1211259,0,0,0,58,0,0,0,0,4509,8,0,0,0,0,0
2021-11-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-25,Domestic,1722111,26422556,0,0,0,1235,0,58,0,0,1702756,18344,101170820,98661848,0,0,0
2021-11-25,Airport,4579,1213693,0,0,0,51,0,0,0,0,4520,8,0,0,0,0,0
2021-11-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-26,Domestic,1722222,26469082,0,0,0,1211,0,51,0,0,1702879,18345,101209180,98772894,0,0,0
2021-11-26,Airport,4586,1217221,0,0,0,53,0,0,0,0,4525,8,0,0,0,0,0
2021-11-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-27,Domestic,1722335,26531079,0,0,0,1147,0,50,0,0,1703084,18349,101260764,98929486,0,0,0
2021-11-27,Airport,4594,1220307,0,0,0,60,0,0,0,0,4526,8,0,0,0,0,0
2021-11-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-28,Domestic,1722448,26570369,0,0,0,1132,0,43,0,0,1703217,18350,101233429,98981659,0,0,0
2021-11-28,Airport,4599,1223765,0,0,0,65,0,0,0,0,4526,8,0,0,0,0,0
2021-11-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-29,Domestic,1722517,26593639,0,0,0,1073,0,43,0,0,1703354,18350,101251793,99039340,0,0,0
2021-11-29,Airport,4611,1227369,0,0,0,70,0,0,0,0,4533,8,0,0,0,0,0
2021-11-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-11-30,Domestic,1722589,26641580,0,0,0,1040,0,41,0,0,1703452,18351,101269850,99101597,0,0,0
2021-11-30,Airport,4617,1231922,0,0,0,70,0,0,0,0,4539,8,0,0,0,0,0
2021-11-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-01,Domestic,1722664,26691064,0,0,0,1050,0,43,0,0,1703514,18352,101286030,99134563,0,0,0
2021-12-01,Airport,4625,1234626,0,0,0,67,0,0,0,0,4550,8,0,0,0,0,0
2021-12-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-02,Domestic,1722786,26744851,0,0,0,1049,0,38,0,0,1703648,18354,101301312,99164430,1560,0,0
2021-12-02,Airport,4629,1237464,0,0,0,65,0,0,0,0,4556,8,0,0,0,0,0
2021-12-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-03,Domestic,1722903,26797573,0,0,0,1013,0,32,0,0,1703771,18355,101330479,99217797,3547,0,0
2021-12-03,Airport,4642,1242110,0,0,0,75,0,0,0,0,4559,8,0,0,0,0,0
2021-12-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-04,Domestic,1723040,26854517,0,0,0,1000,0,28,0,0,1703928,18356,101375140,99294935,3547,0,0
2021-12-04,Airport,4646,1245966,0,0,0,76,0,0,0,0,4562,8,0,0,0,0,0
2021-12-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-05,Domestic,1723156,26882150,0,0,0,1012,0,29,0,0,1704056,18356,101351681,99302416,3547,0,0
2021-12-05,Airport,4657,1249891,0,0,0,82,0,0,0,0,4567,8,0,0,0,0,0
2021-12-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-06,Domestic,1723259,26896337,0,0,0,1044,0,29,0,0,1704129,18356,101365719,99328290,8657,0,0
2021-12-06,Airport,4668,1254299,0,0,0,93,0,0,0,0,4567,8,0,0,0,0,0
2021-12-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-07,Domestic,1723327,26944337,0,0,0,1007,0,28,0,0,1704229,18357,101377500,99352780,15079,0,0
2021-12-07,Airport,4673,1259741,0,0,0,90,0,0,0,0,4575,8,0,0,0,0,0
2021-12-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-08,Domestic,1723413,26993991,0,0,0,999,0,27,0,0,1704323,18359,101384340,99376389,20993,0,0
2021-12-08,Airport,4685,1262772,0,0,0,91,0,0,0,0,4586,8,0,0,0,0,0
2021-12-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-09,Domestic,1723524,27046002,0,0,0,1019,0,26,0,0,1704404,18361,101389201,99398448,27620,0,0
2021-12-09,Airport,4698,1265126,0,0,0,101,0,0,0,0,4589,8,0,0,0,0,0
2021-12-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-10,Domestic,1723687,27094840,0,0,0,1052,0,27,0,0,1704511,18363,101397123,99442752,36450,0,0
2021-12-10,Airport,4708,1268965,0,0,0,100,0,0,0,0,4600,8,0,0,0,0,0
2021-12-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-11,Domestic,1723819,27158095,0,0,0,1065,0,25,0,0,1704653,18364,101408147,99504705,36450,0,0
2021-12-11,Airport,4714,1272814,0,0,0,104,0,0,0,0,4602,8,0,0,0,0,0
2021-12-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-12,Domestic,1723944,27192944,0,0,0,1074,0,25,0,0,1704756,18365,101393517,99524496,36450,0,0
2021-12-12,Airport,4730,1277065,0,0,0,107,0,0,0,0,4615,8,0,0,0,0,0
2021-12-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-13,Domestic,1724054,27209150,0,0,0,1085,0,26,0,0,1704856,18365,101398207,99546426,52737,0,0
2021-12-13,Airport,4751,1282394,0,0,0,126,0,0,0,0,4617,8,0,0,0,0,0
2021-12-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-14,Domestic,1724130,27262659,0,0,0,1044,0,27,0,0,1704973,18366,101405531,99554178,70725,0,0
2021-12-14,Airport,4761,1288549,0,0,0,130,0,0,0,0,4623,8,0,0,0,0,0
2021-12-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-15,Domestic,1724248,27311242,0,0,0,1078,0,27,0,0,1705069,18367,101415195,99576398,93202,0,0
2021-12-15,Airport,4772,1291861,0,0,0,124,0,0,0,0,4640,8,0,0,0,0,0
2021-12-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-16,Domestic,1724409,27360409,0,0,0,1115,0,27,0,0,1705176,18368,101425393,99596727,117735,0,0
2021-12-16,Airport,4784,1294625,0,0,0,128,0,0,0,0,4648,8,0,0,0,0,0
2021-12-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-17,Domestic,1724576,27410593,0,0,0,1155,0,26,0,0,1705293,18370,101448343,99638307,149884,0,0
2021-12-17,Airport,4810,1298550,0,0,0,143,0,0,0,0,4659,8,0,0,0,0,0
2021-12-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-18,Domestic,1724736,27470281,0,0,0,1214,0,26,0,0,1705403,18371,101483812,99697200,149884,0,0
2021-12-18,Airport,4831,1302602,0,0,0,156,0,0,0,0,4667,8,0,0,0,0,0
2021-12-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-19,Domestic,1724908,27499409,0,0,0,1257,0,27,0,0,1705510,18371,101483771,99709293,149884,0,0
2021-12-19,Airport,4854,1307163,0,0,0,171,0,0,0,0,4675,8,0,0,0,0,0
2021-12-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-20,Domestic,1725070,27514161,0,0,0,1325,0,27,0,0,1705607,18371,101490249,99728335,203502,0,0
2021-12-20,Airport,4879,1312181,0,0,0,177,0,0,0,0,4694,8,0,0,0,0,0
2021-12-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-21,Domestic,1725177,27558645,0,0,0,1348,0,28,0,0,1705704,18371,101502720,99747200,245993,0,0
2021-12-21,Airport,4920,1318232,0,0,0,218,0,0,0,0,4694,8,0,0,0,0,0
2021-12-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-12-22,Domestic,1725369,27608820,0,0,0,1386,0,26,0,0,1705854,18373,101515441,99765996,291317,0,0
